date,recipe_id,no_hits,no_sessions,name,description,preparationtime,difficulty,steps,instructions,tags
2023-01-17,697,64,58,Keto Yogurt Bowl,"Our Keto Yogurt Bowl is a fantastic, low-carb breakfast. You can also put it in a mason jar and take it with you. That way, you can enjoy your homemade breakfast on the go. Don't forget to pack a spoon!",5,easy,2,"['Use a hand mixer to combine the soy yogurt, cream cheese, coconut oil, sweetener and half of the raspberries until creamy.'
 'Transfer the yogurt to a bowl and garnish with the remaining raspberries, almonds and almond butter.']","breakfast,vegetarian,gluten_free,sugar_free,on_the_go,sweet,ketogenic,low_carb,500kcal,easy,fast"
2023-01-09,1999,12,8,Spaghetti with Veggies & Peanut Sauce,This wonderfully colorful and flavorful dish is a real eye-catcher on a plate. It's a great recipe if you have leftover vegetables!,15,easy,7,"['Prepare the pasta according to the package instructions.'
 'Peel and cut the carrots into thin strips. Quarter the mushrooms and slice the zucchini into half moons.'
 'In a large pan, melt the butter over medium heat and sauté the mushrooms, zucchini slices and carrot strips for approximately 5 minutes until golden-brown. Season with curry powder, salt and pepper.'
 'For the sauce, combine the soy sauce and peanut butter in a small bowl.'
 'Drain the pasta, reserving some of the cooking water. Mix enough water into the sauce until it reaches the desired consistency.'
 'Split the lettuce onto plates. Combine the pasta and sauce and place on top of the lettuce.'
 'Top the pasta with the vegetables and garnish with peanuts.']","dinner,lunch,high_fiber,vegetarian,pescatarian,vegetables,600kcal,easy"
2023-01-04,573,20,18,Date & Almond Cookies,"These fantastic cookies only require 5 ingredients. When baked, the dates will caramelize, giving the cookies a deliciously roasted flavor. You don't want to miss the chance to try these treats! Even better, the cookies hold together well, so they're a great snack for on the go.",25,easy,5,"['Preheat the oven to 180°C / 360°F.'
 'Use a food processor to purée the dates and almond milk until creamy.'
 'Transfer the puréed dates into a bowl and combine with the remaining ingredients.'
 'Use your hands to form the dough into small cookies and place onto a baking sheet covered with baking paper.'
 'Bake the cookies on the middle rack for approx. 15 minutes.']","low_carb,snack,vegan,vegetarian,gluten_free,lactose_free,sugar_free,clean_eating,dessert,baking,on_the_go,sweet,high_fiber,50kcal,easy,few_ingredients"
2023-01-03,1013,55,52,Chicken Caprese Casserole,"Our Chicken Caprese Casserole is packed with delicious ingredients and is even low in calories. The quinoa will also help to keep you full. Tip: In the fall, you can use fresh kale instead of spinach. You can also use leftover roasted chicken to prepare this tasty dish!",65,normal,15,"['Bring a pot of water to a boil, add the chicken breasts and simmer over low heat for approximately 15 minutes.'
 'Wash the quinoa, place in a pot with twice the amount of water and bring to a boil. Simmer over low heat for approx. 15 minutes, stirring occasionally.'
 'Peel the onion and garlic and finely chop the onion. In addition, remove the seeds from the bell pepper and cut into bite-sized pieces.'
 'Heat the olive oil in a large pot and sauté the chopped onions for approx. 3 minutes until transparent.'
 'Add the bell pepper pieces and crush and add the garlic. Mix well and sauté for approx. 2 minutes.'
 'Add the tomato paste, salt, pepper and Italian herbs, mix well and sauté for an additional 3 minutes.'
 'Add the balsamic vinegar and tomato purée and simmer for approx. 10 more minutes.'
 'Preheat the oven to 360°F (180°C).'
 'Drain the chicken and use two forks to tear apart the cooked chicken.'
 'Add the chicken pieces to a pot and mix in the spinach.'
 'Place the cauliflower in a food processor and blend into fine pieces. Alternatively, you can use a grate to finely grate it. In addition, cut the cherry tomatoes in half.'
 'Add the cauliflower and quinoa to the pot and mix. Let simmer for approximately 3 additional minutes.'
 'In the meantime, cut the mozzarella into small cubes and add 1⁄2 of them to the pot. Mix well and remove the pot from heat.'
 'Transfer the pot contents into a large casserole dish and garnish with the tomato halves and remaining mozzarella cubes. Bake on the middle rack for approximately 15 minutes.'
 'Finely chop the basil and sprinkle over the top of the casserole.']","low_carb,dinner,lunch,gluten_free,vegetables,casserole,meat,300kcal"
2023-01-16,1217,28,26,Carrot Cake Balls,"The moist Carrot Cake Balls are the perfect brain food when you're on the go and will sweeten any long drive. You'll have them ready in just 15 minutes and will need very few ingredients. The B1, B2, C and E vitamins and beta-carotene from the carrots also strengthen your immune system and defenses.",15,easy,5,"['In a food processor, work the sunflower seeds, ¾ of the shredded coconut, the cinnamon and salt into a fine flour.'
 'Pit and chop the dates, and grate the carrot. Add both ingredients and the maple syrup to the food processor.'
 'Blend into a smooth mixture. If it is too dry, add more maple syrup. If it is too moist, add more shredded coconut. Place in the fridge for 20 minutes.'
 'Roll approx. 1 tablespoon of the mixture into a small ball. Repeat with the rest of the mixture.'
 'Roll the balls in the remaining shredded coconut and store in an airtight container.']","low_carb,snack,vegan,vegetarian,gluten_free,lactose_free,sweet,on_the_go,vegetables,high_fiber,100kcal,easy"
2023-01-30,74,2,1,Smoked Salmon with Lemon Vegetables,"Smoked salmon, fresh dill and crispy zucchini is the perfect combination. This dish is a real fat killer, as the protein from the fish is packed full with beneficial amino acids. Grated lemon rounds off the delicious dish.",15,normal,6,"['Cut the zucchini into thin slices and place them on an outstretched paper towel. Sprinkle with salt.'
 'Finely chop the dill and tomatoes and place in a bowl.'
 'Carefully grate the peel of the lemon and mix into the salad with some lemon juice.'
 'Dab the zucchini slices dry with the paper towel (the salt will absorb the zucchini water) and mix into the salad with 1 tsp. of olive oil.'
 'Season with salt and pepper.' 'Serve on a plate with the smoked salmon.']","high_protein,low_carb,lunch,dinner,lactose_free,gluten_free,sugar_free,clean_eating,fish,vegetables,pescatarian,400kcal"
2023-01-01,61,1361,1165,Lemon Yogurt with Almonds,"Even if you're in a hurry in the morning, you shouldn't go without breakfast. As a solution, we've created a quick, healthy and delicious breakfast that will provide you with plenty of protein for the morning and will make you full.",5,easy,3,"['Mix the yogurt and milk together in a bowl.'
 'Add the lemon juice and sweetener into the mixture.'
 'Roughly chop the almonds into small pieces with a knife. Garnish the lemon yogurt with the almonds and chia seeds.']","high_protein,breakfast,gluten_free,vegetarian,clean_eating,dessert,sweet,400kcal,easy,fast"
2023-01-28,1669,1,1,Tahini Beet Pizza,"This pizza's crust will remind you more of a giant cookie than a typical pizza crust! Either way, it combines wonderfully with the beet cream, which works to hold the crust together nicely. It's easy to eat with silverware and a great dish to add to your alkaline menu!",36,hard,11,"['Preheat the oven to 375°F (190°C).'
 'Combine the almond flour, ¾ of the olive oil, 1⁄2 of the salt and the garlic powder.'
 'Place the dough between two sheets of baking paper. Use a rolling pin to roll out the dough until flat.'
 'Slowly peel above the top layer of baking paper and place the dough and bottom layer of baking paper onto a baking sheet.'
 'Bake the crust on the middle rack of the oven for approximately 15 minutes until golden-brown. It will then be easier to remove from the baking paper.'
 'Peel the garlic.'
 'Purée the beets, remaining olive oil, tahini, lemon juice, garlic, pepper and remaining salt together until creamy.'
 'Separate the broccoli into florets.'
 'Fill a large pot with water until approximately ¼ full. Hang a sieve or steaming basket into the pot, add the broccoli and cover with a lid. Steam the broccoli over medium heat for approximately 15 minutes.'
 'Let the pizza crust cool briefly and then move it together with the baking paper onto a cutting board.'
 'Spread the beet cream over the crust and top with broccoli florets and arugula.']","low_carb,dinner,lunch,vegan,vegetarian,pescatarian,lactose_free,gluten_free,sugar_free,clean_eating,vegetables,500kcal"
2023-01-08,2055,35,28,Waldorf Salad,"We gave this classic salad a colorful vegetarian twist. Greek yogurt, mustard and honey make a delicious and creamy dressing that is drizzled over pomegranate seeds, grapes, green apples, celery and walnuts. Tip: Add the dressing right before serving to avoid a soggy salad!",15,easy,5,"['Arrange the lettuce onto a plate.'
 'Chop the celery and slice the grapes and apple. Arrange in sections on top of the lettuce.'
 'Chop the walnuts and sprinkle over the salad with the pomegranate seeds.'
 'For the dressing, mix together the Greek yogurt, mustard, honey, salt and pepper.'
 'Drizzle the dressing over the salad before serving.']","lunch,dinner,vegetarian,pescatarian,gluten_free,salad,on_the_go,fruits,vegetables,christmas,100kcal,easy"
2023-01-08,1747,16,16,Quick Boston Baked Beans,"Boston baked beans are traditionally slow cooked, but this quick version using canned beans is ready in under one hour! Molasses, cloves and paprika add deep and warm flavors with a hint of sweetness. Serve with your favorite cornbread for the perfect New England inspired meal!",50,easy,5,"['Preheat the oven to 350°F (170°C).'
 'Dice the onion and add to a large bowl. Drain and rinse the beans, and also add to the bowl.'
 'In a separate bowl, whisk together the molasses, tomato paste, apple cider vinegar, mustard, ground cloves, smoked paprika, salt and pepper. Add the mixture to the beans and stir to coat completely.'
 'Pour bean mixture into a 9 x 13 inch (22 x 33 cm) baking dish.'
 'Bake for approximately 40 minutes until bubbly.']","low_fat,dinner,lunch,vegan,vegetarian,pescatarian,lactose_free,gluten_free,vegetables,high_fiber,300kcal,easy"
2023-01-20,1069,46,42,Mediterranean Oven-Roasted Vegetables,"Oven-roasted vegetables are a delicious and easy dish to prepare. Depending on what you like or what you have at home, you can use whatever vegetables you'd like. Plus, you can mix up the flavors by changing the spices and herbs you use. For this recipe, we're giving the vegetables a Mediterranean touch with rosemary and Italian herbs!",45,easy,4,"['Preheat the oven to 360°F (180°C).'
 'Cut the cherry tomatoes in half, remove the seeds from and cut the bell pepper into bite-sized strips, cut the eggplant and zucchini into chunks, and peel and chop the onion.'
 'Chop the rosemary. Combine the vegetables with olive oil, salt, pepper, rosemary and Italian herbs.'
 'Spread the vegetables out onto a baking sheet lined with baking paper and roast on the middle rack for approx. 25 minutes.']","low_carb,low_calorie,dinner,lunch,vegan,vegetarian,lactose_free,sugar_free,gluten_free,detox,clean_eating,vegetables,200kcal,easy"
2023-01-23,402,555,421,Tortellini Tomato Soup,"Sometimes there's just not enough time to put a lot of thought into your next meal. That's generally when ready-made meals come into play. We understand that, but there's still a way to improve these meals and make them a little bit healthier! Our Tortellini Soup is a great example. It's quick to make and has a big portion of vegetables.",15,easy,3,"['In a pot, briefly bring the vegetable broth and tomatoes to a boil.'
 'Use an immersion blender to blend the soup and then mix in the basil leaves and tortellini.'
 'Let simmer for an additional 5 minutes.']","low_fat,dinner,lunch,vegetarian,soup,vegetables,low_calorie,200kcal,easy,few_ingredients"
2023-01-25,2140,39,37,Vegan Pizza Soup,"This soup is the perfect choice for parties, birthdays and other special occasions with lots of guests to feed. It's also easy to prepare a day in advance.",22,easy,8,"['Warm 1⁄2 of the olive oil in a pan over medium heat and fry the vegan ground beef for approximately 7 minutes until crumbly.'
 'Peel and finely chop the onion and garlic.'
 'Deseed the bell pepper and cut into small cubes.'
 'In a pot, warm the remaining oil over medium heat and sauté the onion pieces for approximately 3 minutes until transparent. Add the garlic and sauté for an additional 30 seconds.'
 'Add the bell pepper cubes to the pot and sauté for 2 minutes.'
 'Add the drained corn, drained mushrooms and ground beef. Deglaze with the vegetable broth, cooking cream, tomato purée and diced tomatoes.'
 'Add the ajvar, cream cheese, salt and pepper. Mix well and let simmer for approximately 10 minutes.'
 'Transfer the soup to bowls and garnish with cheese and basil. Slice the baguette and serve with the soup.']","dinner,lunch,low_carb,vegan,vegetarian,pescatarian,lactose_free,soup,500kcal,easy"
2023-01-28,1977,23,22,Banana Split Porridge,"Our Banana Split Porridge will make your breakfast table feel like an ice cream parlor. The creamy oats are topped with bananas, strawberries, chocolate, nuts and fresh yogurt.",15,easy,4,"['Combine the oats, water, milk and honey in a pot. Warm over medium heat for approximately 5 minutes until it reaches the desired consistency. Stir occasionally.'
 'Peel and chop the bananas.'
 'Quarter the strawberries and finely chop the chocolate.'
 'Transfer the porridge into bowls and top with the banana and strawberries pieces, chocolate, yogurt and walnuts.']","breakfast,vegetarian,pescatarian,on_the_go,sweet,fruits,500kcal,easy"
2023-01-23,2053,15,14,Gingerbread Loaf,"Molasses, maple syrup and pumpkin pie spice flavor this deliciously moist gingerbread loaf. Drizzled with dark chocolate, it makes the perfect sweet snack or dessert. Tip: If you don’t have pumpkin pie spice, a combination of cinnamon, nutmeg, allspice and ginger work as well.",70,easy,7,"['Preheat the oven to 350ºF (175ºC).'
 'Line an 8 inch x 4 inch (20 cm x 10 cm) loaf pan with baking paper.'
 'In a large bowl, whisk together the flour, pumpkin pie spice, baking soda and salt.'
 'In a separate bowl, whisk together the coconut oil, maple syrup, molasses, egg, vanilla extract and oat milk.'
 'Combine the wet and dry ingredients, and pour into the loaf pan. Bake for approximately 35 minutes until firm and browned on top. Remove from the oven and cool for approximately 30 minutes.'
 'While the loaf is cooling, melt the chocolate over a double boiler.'
 'Once cool, remove from the loaf pan and drizzle the melted chocolate over the top.']","snack,vegetarian,pescatarian,baking,on_the_go,sweet,christmas,high_fiber,200kcal,easy"
2023-01-21,328,7,7,Korean Chicken Salad,"This Korean Chicken Salad is not only colorful, but the dressing combination of walnuts, mayo and sesame seeds gives it that extra something special! It's the perfect meal for a nice  spring or summer day. Tip: If the dressing doesn't quite have the right consistency, simply add a little bit of water to thin it out.",20,easy,8,"['Start by bringing a large pot of water to a boil.'
 'Peel the ginger, cut into thin slices and place in the boiling water along with the chicken breasts and rice wine. Cover and let simmer for approx. 10 minutes.'
 'While the chicken cooks, cut the cucumber first into thin slices and then into thin strips. Core the peppers and also cut into thin strips. Cut the tomatoes in half.'
 'Place the salad mix and baby spinach in a bowl and top with the prepared vegetables.'
 'Afterwards, drain the water and let the chicken cool.'
 'To create the dressing, mix the ground walnuts, sesame seeds, mayonnaise, apple cider vinegar and salt together.'
 'Once the chicken breasts have cooled, use your fingers to tear them into small pieces and place on top of the vegetables.'
 'Serve with the dressing.']","low_carb,dinner,lunch,gluten_free,lactose_free,sugar_free,salad,meat,vegetables,on_the_go,600kcal,easy"
2023-01-24,799,59,54,Spaghetti Napoli,"Spaghetti Napoli, or spaghetti with tomato sauce, is quick to make and the whole family will love it. Tomatoes also contain the vasoprotective pigment lycopene. This antioxidant is best available to the body when the tomatoes have been heated. That means canned tomatoes are also a healthy alternative to fresh ones.",20,easy,5,"['Prepare the spaghetti according to the package instructions.'
 'In the meantime, peel and crush the garlic cloves.'
 'Heat the olive oil in a pot and sauté the garlic over medium heat for approx. 1 minute.'
 'Deglaze with the diced tomatoes, add the basil and season with salt and pepper. Let simmer for approx. 5 minutes.'
 'Drain the cooked spaghetti and add to the sauce. Mix well and garnish with Parmesan.']","dinner,lunch,lactose_free,sugar_free,high_fiber,vegetables,500kcal,easy"
2023-01-23,1005,6,6,"Layered Yogurt, Berries and Granola","Our Layered Yogurt, Berries & Granola recipe makes for a wonderful breakfast! You can also serve it in small dessert glasses for a summer brunch. There's nothing better than enjoying a delicious dessert with friends!",10,easy,4,"['Remove the leaves and stems from the strawberries, slice and combine with the mixed berries.'
 'Mix the Greek yogurt and honey together.'
 'Alternate adding a layer of yogurt, berries and granola in a glass until you have two of each layer.'
 'Garnish with mint leaves.']","breakfast,vegetarian,on_the_go,sweet,fruits,400kcal,easy,fast"
2023-01-26,2022,4,4,Vegan Jalapeño Cornbread Muffins,Cornbread gets a hint of heat with fresh jalapeño peppers. Pumpkin puree and maple syrup give warm fall flavors to these buttery vegan muffins. Whole wheat flour offers added fiber and nutrients—perfect for easy snacking on the go.,35,normal,10,"['Preheat the oven to 350ºF (175ºC).'
 'In a small bowl, combine the ground flaxseed and water. Set aside.'
 'In a separate bowl, combine the almond milk and apple cider vinegar. Set aside.'
 'Whisk together the cornmeal, flour, baking soda and salt in a large bowl.'
 'Add the maple syrup, canned pumpkin, coconut sugar, vegan butter and flaxseed mixture to the almond milk and vinegar mixture and combine all ingredients well.'
 'Combine the wet mixture with the dry ingredients and mix together until smooth.'
 'Remove the seeds and stem from the jalapeño peppers.'
 'Roughly chop half of the jalapeños and mix into the muffin batter. Thinly slice the remaining jalapeño and set aside.'
 'Distribute the batter evenly into a greased muffin tray. Top each muffin with a jalapeño slice.'
 'Bake for approximately 18 minutes or until golden-brown and firm.']","snack,low_fat,high_fiber,vegan,vegetarian,pescatarian,lactose_free,on_the_go,baking,100kcal"
2023-01-01,1321,5,5,Spaghetti with Mussels,"Enjoy an Italian Christmas tradition with our Spaghetti with Mussels! When preparing, make sure to check the freshness of each mussel and clean them well. Closed mussels can go into the pan. If a mussel is open, tap it on the counter. If it doesn't close, it should be thrown away.",29,normal,9,"['Cut the bacon into small pieces, and peel and finely chop the onion and garlic.'
 'Heat a large, deep pan over medium heat without oil. Add the bacon and fry for approx. 5 minutes until golden-brown. Remove the bacon from the pan and place on a paper towel to absorb the grease.'
 'In the same pan, sauté the onion and garlic pieces in the bacon grease for 3 minutes.'
 'Prepare the spaghetti according to the package instructions.'
 'In the meantime, add the mussels and white wine vinegar to the pan, cover with a lid and simmer for approx. 10 minutes until all mussels have opened.'
 ""Remove any mussels that haven't opened.""
 'Drain the spaghetti, saving a small amount of the cooking water.'
 'Add the spaghetti and cooking water to the pan with the mussels, fold in the bacon and simmer for approx. 1 minute.'
 'Season with salt and pepper, and garnish with chili threads.']","low_fat,christmas,fish,dinner,lunch,lactose_free,sugar_free,meat,600kcal"
2023-01-17,588,3,3,Strawberry Cashew Tartlets,"Cashews are packed with tryptophan, an amino acid that the body needs to produce the happiness hormone serotonin. Combined with the carbs from the strawberries, these little tartlets have all the ingredients to boost your mood. Tip: It's best to use tartlet pans that have removable bottoms. This makes it easier to remove the beautiful tartlets from the pan!",48,normal,8,"['Finely chop the almond flakes in a food processor.'
 'In a bowl, combine the chopped almond slices, the shredded coconut, half of the coconut oil, water and cinnamon.'
 'Purée the dates in the food processor and also add to the bowl.'
 'Use your hands to knead into a dough and press into the tartlet pans.'
 'Let the molds cool in the fridge.'
 'For the filling, combine the cashew butter, almond milk, maple syrup and the remaining coconut oil.'
 'Add the strawberries and use an immersion blender to purée until creamy.'
 'Fill the tart forms with the strawberry filling and cool in the refrigerator for at least 30 minutes until the cream filling is firm.']","low_carb,vegan,vegetarian,gluten_free,lactose_free,dessert,sweet,high_fiber,500kcal"
2023-01-27,2102,8,8,Vegan Banana Crêpes with Strawberries,"These delicious vegan crêpes are made without any eggs and taste wonderfully fresh thanks to the strawberry. Of course, you can also use any other fruit you wish!",42,easy,5,"['Peel the bananas and mash in a bowl with a fork.'
 'Add the oat flour, buckwheat flour, soy milk, coconut sugar, cinnamon and canola oil and mix into a smooth batter.'
 'Melt a small amount of margarine in the pan over medium heat for each crêpe. Use 1 ½ tablespoons of batter per crêpe, frying for 4 minutes on each side.'
 'Remove the stems and leaves from the strawberries and quarter.'
 'Top the crêpes with strawberries and maple syrup.']","breakfast,vegan,vegetarian,pescatarian,lactose_free,dessert,fruits,600kcal,easy"
2023-01-30,523,2,2,Pumpkin Chips,"Vegetable chips are slowly making their way into the supermarkets. These alternatives to regular chips are healthy and delicious. Even better, they're super easy to make at home! All you need is an oven and a little patience. Not only will you save money this way, you'll avoid the desire to grab for a bag of potato chips!",65,normal,5,"['Preheat the oven to 100°C / 210°F.'
 'Remove the seeds from the pumpkin. Use a vegetable peeler to shave the pumpkin into thin slices and place them onto a baking sheet covered with baking paper.'
 'Paint the pumpkin slices with olive oil and place them in the oven for 30 minutes. Wedge a wooden spoon in the oven door to keep it cracked open and allow the moisture to escape.'
 'Once the cook time has elapsed, unstick the chips from the baking paper and then roast for an additional 20 minutes.'
 'Let cool and sprinkle with salt.']","snack,vegan,vegetarian,gluten_free,lactose_free,sugar_free,clean_eating,on_the_go,vegetables,detox,200kcal,few_ingredients"
2023-01-08,1234,16,14,Pecan Bars,"These crunchy Pecan Bars will definitely be the star of the coffee table! In this recipe, deliciously-caramelized pecans meet shortcrust pastry to create a sweet snack that everyone will want in on. You can also swap out the pecans for walnuts if you'd like.",45,easy,7,"['Preheat the oven to 360°F (180°C) and line an 8 x 8 inch (20 x 20 cm) casserole dish or baking pan with baking paper.'
 'For the crust, knead the almond flour, salt, ⅕ of the honey, ¼ of the coconut oil and the eggs in a bowl. Press the dough onto the bottom of the casserole dish or baking pan.'
 'Bake on the middle rack for 10 minutes. Leave the oven on afterward.'
 'In the meantime, combine the remaining honey, remaining coconut oil and the coconut sugar in a pan and warm over low heat for approx. 3 minutes until the sugar has liquified, stirring constantly.'
 'Increase the heat and bring to a boil for approx. 2 minutes. Remove the pan from the heat and mix in the coconut milk.'
 'Chop the pecans, add them to the pan and mix until all pecans are coated.'
 'Pour the pecan mixture over the baked crust. Place on the middle rack and bake for approx. 25 minutes. Let cool before cutting into bars.']","low_carb,snack,sweet,on_the_go,dessert,vegetarian,gluten_free,lactose_free,baking,200kcal,easy"
2023-01-14,673,19,17,Bacon & Egg Muffins,"On the look out for a quick, keto breakfast? Look no further. Our Bacon & Egg Muffins are the ultimate solution! They're also great as leftovers, too. Simply pop them in the microwave!",25,easy,5,"['Preheat the oven to 180°C / 360°F.'
 'Fry the bacon in a pan for approx. 2 minutes on each side until crispy.'
 'In the meantime, beat the eggs with some salt and pepper in a bowl.'
 'Cut the bacon and chives into small pieces. Add the bacon, chives and cheddar to the eggs.'
 'Fill muffin molds with the eggs and bake on the middle rack for approx. 20 minutes.']","breakfast,gluten_free,sugar_free,baking,on_the_go,meat,ketogenic,low_carb,200kcal,easy,few_ingredients"
2023-01-26,1779,72,57,Pasta e Fagioli,"Pasta e fagioli is a traditional Italian pasta dish meaning ""pasta and beans."" This one-pot stew is cozy and comforting, using creamy white beans flavored with fresh rosemary, thyme and basil. Tip: Use a small pasta like cavatelli, ditalini or macaroni.",40,easy,5,"['Heat the olive oil in a large saucepan over medium heat.'
 'Dice the onion, garlic, carrot and celery into small, bite-sized pieces and add to the pan. Cook for approximately 10 minutes until the veggies have softened and are fragrant.'
 'Mix in the diced tomatoes, rosemary and thyme, and stir well to combine. Cook for an additional 5 minutes.'
 'Add vegetable broth, drained beans, salt, pepper and uncooked pasta, and simmer for approximately 15 minutes until the pasta is fully cooked.'
 'Season with crushed red pepper and garnish with basil.']","low_fat,low_calorie,dinner,lunch,vegan,vegetarian,pescatarian,lactose_free,vegetables,500kcal,easy"
2023-01-26,70,32,30,Tomato & Mozzarella Salad with Chicken Breast,"For this meal, the tomato and mozzarella salad comes straight from the oven! The chicken breast is topped with salad, seasoned with balsamic vinegar and braised in the oven for 25 minutes. With this, you get a different kind of Caprese salad.",30,normal,6,"['Grease a casserole dish (10 x 7 in. / 25.5 x 16.5 cm) with half of the olive oil.'
 'Add the chicken breast to the dish and season with salt and pepper.'
 'Cut the tomato and mozzarella into slices and place alternately on top of the fillet.'
 'Season with oregano, salt and pepper.'
 'Mix the remaining olive oil with the balsamic vinegar and drizzle over the tomato and mozzarella chicken.'
 'Bake in the oven at 400°F (200°C) for 25 minutes until the mozzarella is golden yellow.']","high_protein,low_carb,lunch,dinner,sugar_free,gluten_free,meat,500kcal"
2023-01-03,552,11,10,Sweet Potato Toast with Bananas & Peanut Butter,"Sweet potato toast is a great invention and can be topped with whatever your heart desires! Tip: Instead of preparing the sweet potato slices in the oven, you can also use a toaster. Simply set the toaster on the highest level of heat and repeat the toasting process until the slices are soft enough.",28,easy,6,"['Preheat the oven to 200°C / 395°F.'
 'Wash the sweet potato thoroughly, cut off the ends and cut into finger-thick slices.'
 'Place the sweet potato slices onto a baking sheet covered with baking paper and roast for 20 minutes.'
 'In the meantime, peel the bananas and cut into thin slices.'
 'Once the cook time has elapsed, remove the sweet potatoes from the oven and briefly cool. Then, spread with peanut butter and top with the banana slices.'
 'Sprinkle with flaxseed and serve.']","breakfast,vegan,vegetarian,gluten_free,lactose_free,sugar_free,clean_eating,sweet,vegetables,high_fiber,300kcal,easy,few_ingredients"
2023-01-11,2081,12,10,Arugula Salad with Peaches & Serrano Ham,"If you're looking to save even more calories with this fruity salad, feel free to swap the Serrano ham out for a low-fat alternative. Turkey breast works well with this recipe, for instance!",10,easy,6,"['Roast the pine nuts in a pan without oil over medium heat until golden-brown.'
 'For the dressing, combine the balsamic vinegar, olive oil, salt and pepper in a large bowl.'
 'Add the arugula and combine with the dressing.'
 'Remove the pits from the peaches and cut into cubes. Add to the salad.'
 'Tear the mozzarella and ham into pieces and add to the salad.'
 'Garnish with pine nuts and serve.']","dinner,lunch,low_carb,gluten_free,salad,on_the_go,meat,fruits,200kcal,easy,fast"
2023-01-27,504,135,124,Banana Bread Cookies with Honey & Yogurt Icing,"These Banana Bread Cookies with sweet honey icing and crunchy walnuts are the perfect breakfast snack. The apple gives the cookies a fruity kick and tastes delicious. If you'd prefer a vegan variation, you can simply leave the toppings off and swap the egg for an equal amount of unsweetened apple sauce.",30,easy,7,"['Preheat the oven to 190°C / 375°F.'
 'To start, combine the yogurt and honey and then chop the walnuts. Set aside.'
 'Cut the apple into quarters and remove the seeds. Peel the bananas and cut into chunks.'
 'Add the fruit, rolled oats, flour, baking powder, salt, cinnamon and egg to a mixing bowl and mix  with an immersion blender until smooth.'
 'Use a spoon to fill the molds of a muffin tin with the batter or place small blobs of batter onto a baking sheet covered with baking paper to create the cookies.'
 'Bake for 20 minutes and then let cool.'
 'Finally, top the cookies with some yogurt and garnish with chopped walnuts.']","breakfast,snack,vegetarian,baking,sweet,on_the_go,dessert,50kcal,easy"
2023-01-29,1075,43,36,Asian Cauliflower Casserole,"You can whip up this Asian Cauliflower Casserole in no time! The pomegranate seeds will add an extra fruity flavor to the dish. The best part: You can also enjoy the casserole cold. If you expect to have leftovers, you can simply pack the rest and take it with you for later!",45,easy,7,"['Preheat the oven to 360°F (180°C).'
 'Separate the cauliflower into florets, place in a casserole dish, and combine with the olive oil and salt. Place on the middle rack and cook for approx. 20 minutes.'
 'In the meantime, squeeze the juice from the lemon and drain the chickpeas.'
 'Combine the chickpeas with 1⁄2 the lemon juice, season with salt, and then combine with the cauliflower. Cook for an additional 20 minutes.'
 'In the meantime, combine the tahini with the remaining lemon juice and water to create the dressing.'
 'In addition, separate the seeds from the pomegranate and finely chop the parsley.'
 'Sprinkle the casserole with the parsley and pomegranate seeds and drizzle the dressing over the top.']","dinner,lunch,vegan,vegetarian,gluten_free,lactose_free,sugar_free,high_fiber,clean_eating,detox,vegetables,casserole,on_the_go,200kcal,easy"
2023-01-26,1930,13,12,French Onion Grilled Cheese,Looking to make your typical grilled cheese extra special? A caramelized-onion filling will do the trick! Melted cheddar harmonizes wonderfully with the slowly braised onions. Gouda or Gruyère cheese are also great for this recipe.,39,easy,5,"['Peel and cut the onion into rings.'
 'Melt 1⁄2 of the margarine in a pan over medium heat and sauté the onion rings for 5 minutes until translucent. Reduce to low heat and sauté for an additional 20 minutes until slightly brown.'
 'Season with salt and pepper and add the red wine vinegar to the pan. Simmer for 1 minute, remove from the pan and set aside.'
 'Top the slice of bread with onions and cheddar and place the other slice on top to make a sandwich.'
 'Melt the remaining margarine in the pan over medium heat and fry the sandwich on both sides for a total of 4 minutes until golden-brown.']","dinner,lunch,high_fiber,vegetarian,pescatarian,few_ingredients,400kcal,easy"
2023-01-04,1534,31,29,Pasta with Sunflower Seed Pesto,"Our Pasta with Sunflower Seed Pesto is perfect when you're super hungry but don't have much time to prepare something. Thanks to their high amount of B vitamins, sunflower seeds are great for your nerves. They also contain unsaturated fatty acids that are healthy for your heart, blood vessels and brain!",18,easy,4,"['Prepare the farfalle according to the package instructions.'
 'In the meantime, peel and chop the garlic, and pluck the basil leaves from their stems.'
 'Set a few sunflower seeds aside for the garnish, then combine the sunflower seeds in a blender or food processor with the garlic, basil leaves, olive oil, Parmesan, salt and pepper and blend into a fine mixture. Alternatively, you can use an immersion blender.'
 'Drain the farfalle, serve with the pesto and garnish with the sunflower seeds.']","dinner,lunch,lactose_free,sugar_free,high_fiber,700kcal,easy"
2023-01-20,33,72,66,Low-carb Crispy Chocolate Cereal,"Homemade low-carb cereal is easier than you might imagine! Simply mix your favorite seeds and nuts with some egg whites and bake it in the oven. In our recipe, we'll show you the delicious chocolate version. It tastes especially good with almond milk!",70,normal,4,"['For the cereal mixture, separate 2 eggs and place the egg whites in a bowl.'
 'Mix with the remainder of the ingredients and add the desired amount of sweetener.'
 'Distribute the mixture onto a baking tray covered with baking paper and bake at 140°C/285°F for 1 hour.'
 'Allow the cereal to cool, break into pieces and serve with chilled milk.']","low_carb,breakfast,vegetarian,gluten_free,high_fiber,sweet,200kcal"
